,headlines,sentiment
2598,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",1
2599,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,2
2600,The company then said it will focus its resources on clinical research .,1
2601,The Company turnover amounted to MEUR 27.9 in 2007 .,1
2602,The company website is www.ahlstrom.com .,1
2603,The company will be part of Teleste 's Video and Broadband Solutions business area .,1
2604,"The company will publish its financial statement for 2008 on February 25 , 2009 .",1
2605,The company will release its 2010 results on 11 February 2011 .,1
2606,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",1
2607,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1
2608,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1
2609,The contract includes heating plant equipment and associated installation work .,1
2610,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1
2611,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1
2612,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1
2613,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,1
2614,The customers will have an access to integrated propeller and gear packages from one source .,1
2615,The deal is subject to approval by the Norwegian competition authorities .,1
2616,The deal means that ten persons in three countries will transfer to Tieto .,1
2617,The deal will have no significant effect on the acquiring company 's equity ratio .,1
2618,The deliveries are scheduled for the summer and autumn of 2008 .,1
2619,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",1
2620,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1
2621,"The final price will be specified by 14 May 2010 , the acquiring company said .",1
2622,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",1
2623,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",1
2624,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1
2625,"The firm 's UK head office is in Rugby Road , Lutterworth .",1
2626,The first group of customers to be trained will be paint-shop owners and their assistants .,1
2627,The first stage of the contract covers 133 stores and 600 cash registers .,1
2628,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1
2629,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1
2630,The front surfaces of these valve plates are directed towards each other .,1
2631,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1
2632,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,1
2633,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1
2634,The increase range will vary up to 10 % .,1
2635,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1
2636,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1
2637,"The latest date for registration is on 4 April , 2006 .",1
2638,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,0
2639,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1
2640,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0
2641,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1
2642,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1
2643,The maximum number of new shares to be offered is 22 million .,1
2644,The measures taken will cause one-time costs during the final part of 2006 .,1
2645,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",1
2646,"The money will be spread mainly over 2011 and 2012 , the company said .",1
2647,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",1
2648,The new activity will incur an investment of about 5 MEUR .,1
2649,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",1
2650,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1
2651,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1
2652,The new SEPA cads will replace Finnish bank cards .,1
2653,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",1
2654,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",1
2655,"The order includes a new Crecent former , headbox , and reel .",1
2656,The output of the contracts totals 72 MWe .,1
2657,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1
2658,The parties have agreed not to disclose the transaction value .,1
2659,"The payment date is March 25 , 2010 .",1
2660,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,1
2661,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1
2662,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1
2663,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,1
2664,The purchase sum is about EUR 10mn US$ 12.97 mn .,1
2665,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1
2666,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,1
2667,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1
2668,The restructuring measures will not affect the production of packaging printing material .,1
2669,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",1
2670,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1
